name,category,subCategory,launched,result,backers,country,pledged,goal,value
"Harpistically Yours, Chopin",Classical Music,Music,2016/09/12,successful,61,Austria,11193.94,10538.34,1
"3D Smart Zoo, Play, Learn & Discover",Games,Games,2016/09/30,canceled,6,Austria,186.36,33278.98,1
Adharas Universum,Young Adult,Publishing,2016/09/18,failed,2,Austria,12.01,43688.15,1
UNCOMPROMISING ELEGANCE made from genuine rock,Product Design,Design,2016/08/29,failed,4,Austria,196.6,1638.31,1
ZEIº - the most simple time tracking solution,Technology,Technology,2016/09/20,successful,3140,Austria,342555.54,81915.29,1
Hybrid Wind Turbine,Technology,Technology,2016/09/23,failed,0,Austria,0,218440.77,1
Little Artista - Art History Book For Children,Children's Books,Publishing,2016/09/23,failed,45,Austria,1367.44,13106.45,1
SunnyBAG Leaf+ The world's strongest and lightest solarpanel,Gadgets,Technology,2016/09/06,successful,740,Austria,76182.31,24028.48,1
Discarded Lives Feature Documentary,Documentary,Film & Video,2017/12/27,live,9,Australia,110.22,94473.31,1
Oak Barrel Fermentation and Aging Under Pressure,Technology,Technology,2017/12/23,live,1,Australia,7.87,39363.88,1
Do it with AI,Apps,Technology,2018/01/01,live,2,Australia,125.96,35427.49,1
Handle & Kate,Product Design,Design,2017/12/18,live,5,Australia,651.87,7872.78,1
Cleaning In Progress Short Film,Comedy,Film & Video,2017/12/30,live,1,Australia,43.3,2361.83,1
Pushing Against the Chaos,Jazz,Music,2017/12/15,live,6,Australia,190.52,2361.83,1
LN - The Label,Fashion,Fashion,2017/12/15,canceled,0,Australia,0,2361.83,1
Heaps Deece Tee,Apparel,Fashion,2017/12/29,live,0,Australia,0,2755.47,1
The World's Best Bathrobes & Slippers || by SENTO,Product Design,Design,2017/12/14,live,963,Australia,158883.48,15745.55,1
Memistore - Store Spare Memory Cards on Your Camera,Camera Equipment,Technology,2017/12/13,live,84,Australia,2527.95,50148.01,1
Let's fly together!,Music,Music,2017/12/12,live,45,Australia,3848.21,12596.44,1
Four Paws Pet Prosthetics,3D Printing,Technology,2017/12/11,live,2,Australia,62.98,4723.67,1
Roo Light,Product Design,Design,2018/01/01,live,1,Australia,15.75,3149.11,1
New Bitcoin Documentary (Updated&Upgraded),Documentary,Film & Video,2017/12/20,live,12,Australia,661.31,39363.88,1
"Feuds, Medieval deck building game",Playing Cards,Games,2018/01/02,live,0,Australia,0,4330.03,1
O2F - The World's First Oxygen Filter Jumper,Wearables,Technology,2018/01/02,live,7,Australia,762.08,11809.16,1
Schippertainment: The life of a Schipperke owner,Anthologies,Publishing,2018/01/02,live,12,Australia,314.91,3936.39,1
"NovuNotes - A note today, A plan tomorrow!",Software,Technology,2017/12/19,live,2,Australia,27.55,31491.1,1
The Bath Snorkel,Product Design,Design,2017/12/13,live,4,Australia,101.56,7048.5,1
FAR & NEAR - Elliot Bonser,Faith,Music,2017/12/31,live,13,Australia,543.22,9536.29,1
Xtreme Champion Tournament: Most Wanted,Graphic Novels,Comics,2017/12/20,live,46,Australia,1382.46,1574.56,1
Survival: a novella about how the world ended,Young Adult,Publishing,2017/12/10,live,21,Australia,972.29,944.73,1
Own a piece of Film History – Official Jewelry Merchandise,Film & Video,Film & Video,2017/12/02,live,5,Australia,788.06,4330.03,1
Freestyle Fridays Camp Out,Hip-Hop,Music,2017/12/29,live,2,Australia,157.46,1771.37,1
Learn how to become unscammable,Publishing,Publishing,2017/12/29,live,0,Australia,0,3936.39,1
The Sweet Life 2018,Calendars,Publishing,2017/12/29,live,3,Australia,102.35,3149.11,1
FREE WHEEL: A New Mobile Toy You Can't Stop,Product Design,Design,2017/12/04,canceled,33,Australia,484.18,3936.39,1
The Gentle Roller,Crafts,Crafts,2017/11/30,live,15,Australia,15395.21,59045.82,1
On Tic,Webseries,Film & Video,2017/11/29,live,0,Australia,0,6298.22,1
Mentoring and editing,Young Adult,Publishing,2018/01/01,live,0,Australia,0,3306.57,1
Howl's Moving Door Enamel Pin Set,Accessories,Fashion,2017/12/27,live,43,Australia,1479.29,944.73,1
Stories We Tell - Documentary Series,Documentary,Film & Video,2017/12/27,live,1,Australia,0.79,3936.39,1
leafplace. the place to be for autism mums,Apps,Technology,2017/12/12,live,6,Australia,181.07,11809.16,1
"""Lily's Touch"" Australian Historical Fiction",Young Adult,Publishing,2017/12/15,live,8,Australia,318.06,1968.19,1
Mind For Me™ - Helping Everyone Help Each Other,Apps,Technology,2017/12/26,live,5,Australia,358.21,5904.58,1
Tough Bolt Action EDC Pen || Red Rohk,Product Design,Design,2017/12/27,live,120,Australia,4926.78,3542.75,1
CoreCut Underwear for Everyday,Apparel,Fashion,2017/12/22,live,9,Australia,1169.11,3936.39,1
Lost Dreams of the Unicorn - Graphic Novel Inspired by RPGs,Graphic Novels,Comics,2017/12/16,live,21,Australia,591.25,787.28,1
Jac Dalton is creating a new EP!,Rock,Music,2017/11/21,live,15,Australia,957.33,3149.11,1
BROADSHORE,Horror,Film & Video,2017/11/21,live,4,Australia,33.85,393638.8,1
"""The Creator"" - a new Brisbane/Sunshine Coast short film",Shorts,Film & Video,2017/12/20,live,10,Australia,555.03,1574.56,1
Chinese lion dance hard enamel pin,Art,Art,2017/12/19,live,17,Australia,315.7,1180.92,1
Mini Figure Display Case,Product Design,Design,2017/12/19,live,24,Australia,679.42,52747.6,1
UnBullying - a book about uniting for revolutionary change,Publishing,Publishing,2017/12/18,live,54,Australia,2095.73,7872.78,1
iReceive - An app to expand prosperity consciousness!,Apps,Technology,2017/12/18,live,5,Australia,114.16,2125.65,1
WARRIOR.,Comic Books,Comics,2017/12/12,live,25,Australia,681,236.18,1
Had enough of messy accessories? ELITE & CUBE box,Product Design,Design,2017/11/17,suspended,35,Australia,6160.45,4723.67,1
Andrew Clamp,Product Design,Design,2017/12/16,live,17,Australia,899.86,39363.88,1
"The Larrikin's Hat, putting the fun back into publishing...",Nonfiction,Publishing,2017/12/16,live,0,Australia,0,18894.66,1
Whoopie Cat - New Album 2018,Rock,Music,2017/12/16,live,106,Australia,5033.25,19681.94,1
You Are Me - The true story of how we are one,Children's Books,Publishing,2017/12/16,live,1,Australia,7.87,787.28,1
Artificial Intelligence Political Decision Making System,Software,Technology,2017/11/21,live,4,Australia,20.47,3936.39,1
Woven Weaves,Accessories,Fashion,2017/11/14,live,18,Australia,1699.73,1574.56,1
Scrubba air sleeve for laptop protection; and travel comfort,Product Design,Design,2017/11/14,live,173,Australia,10088.18,7872.78,1
Digital Dungeon Bytz: Tiles for RPG,Tabletop Games,Games,2017/12/29,live,22,Australia,1389.54,590.46,1
ORION360: World's 1st AI-powered speaker system with ATMOS,Sound,Technology,2017/12/13,live,139,Australia,28777.36,3936.39,1
Lunch Time Legends - Happy Hour,Tabletop Games,Games,2017/12/12,live,1,Australia,29.13,7872.78,1
Frame Rate,Web,Technology,2017/11/12,live,1,Australia,1.57,78727.76,1
Cold Brew - Coffee Made Beautiful,Art,Art,2017/12/11,live,1,Australia,35.43,291.29,1
Alauda Airspeeder: World's First Flying Car Race,Flight,Technology,2017/12/11,canceled,49,Australia,5555.03,78727.76,1
Ethically Natured & Diet Friendly Mobile Food Service,Food Trucks,Food,2017/12/11,live,0,Australia,0,3936.39,1
Poisoned Jester Fashion Design,Couture,Fashion,2017/12/11,live,1,Australia,3.94,2361.83,1
Book on Increasing Your Salary,Nonfiction,Publishing,2017/12/10,live,0,Australia,0,2755.47,1
S.I.M Clothing and Apparel,Apparel,Fashion,2017/11/20,live,4,Australia,291.29,2755.47,1
Chinese Lion hard enamel pin,Accessories,Fashion,2017/12/09,canceled,12,Australia,214.14,1180.92,1
HotZone - There Can Be Only1,Music,Music,2017/11/11,live,8,Australia,81.09,190521.18,1
U&I Label swim & surfwear: Ocean Dwellers.. not Sunbakers,Fashion,Fashion,2017/12/13,live,10,Australia,706.19,2755.47,1
Future Ghost,Video Games,Games,2017/12/08,live,18,Australia,440.88,1180.92,1
MEET THE TROVERTS a book for little introverts & extroverts,Children's Books,Publishing,2017/12/07,live,49,Australia,2339,14171,1
Project Relic:Repurposing scrap to preserve aviation history,Design,Design,2017/12/07,live,45,Australia,2490.16,9447.33,1
Fresh food + technology = delicious workday lunch!,Restaurants,Food,2017/11/07,live,17,Australia,2797.2,19674.07,1
Original Pokemon Alphabet A-Z Picture book,Illustration,Art,2017/12/06,live,2,Australia,58.81,784.13,1
A Book about World War II. The True Story of East Timor,Nonfiction,Publishing,2017/11/04,live,2,Australia,78.41,8233.36,1
Ghibli Inspired Hard Enamel Pins (Sprited away),Installations,Art,2017/12/04,live,79,Australia,2677.8,411.67,1
Unestablished inc,Apparel,Fashion,2017/12/03,live,0,Australia,0,26398.49,1
Barron & Co. - Handmade Bespoke Italian Men's Shoes,Footwear,Fashion,2017/12/03,failed,21,Australia,9437,15682.58,1
Sodium Squad: A series about a trash-tier Overwatch team,Webseries,Film & Video,2017/12/03,failed,67,Australia,1329.1,12546.07,1
Collaboration with Snoop Dogg,Hip-Hop,Music,2017/12/29,successful,6,Australia,513.6,392.06,1
YA Day,Festivals,Theater,2017/12/03,successful,45,Australia,1042.89,784.13,1
FIGHT KINGDOM PODCAST,Audio,Journalism,2017/12/02,failed,0,Australia,0,1960.32,1
The World's Cup: With freedom comes great responsibility,Fiction,Publishing,2017/11/23,canceled,3,Australia,87.04,7840.51,1
Richo! Surfing's ultimate underground story,Nonfiction,Publishing,2017/12/01,failed,152,Australia,8334.51,15682.58,1
Tapagotchi - Mobile Virtual Pet RPG,Mobile Games,Games,2017/12/01,canceled,2,Australia,15.68,7841.29,1
In the Folds sewing patterns: Slow sewing for modern makers,DIY,Crafts,2017/12/01,successful,394,Australia,18300.01,7841.29,1
Pedro's Meat Box: Organic 100% grassfed beef sent to you!,Food,Food,2017/11/30,failed,13,Australia,1419.81,11761.94,1
"""Night Life"" - For your perfect night out.",Apps,Technology,2017/11/29,failed,0,Australia,0,58809.69,1
Phann Music,Apps,Technology,2017/11/25,failed,1,Australia,0.78,11761.94,1
LOL Mugs with daily laugh and inspirational message,Interactive Design,Design,2017/11/22,failed,3,Australia,69,784.13,1
3D Printable Dice Tower (STL Files),Tabletop Games,Games,2017/12/12,successful,50,Australia,238.38,78.41,1
Start your family revolution with missmo!,Gadgets,Technology,2017/11/30,failed,4,Australia,592.8,39206.46,1
BOGABOX - TRANSFORMER TRACKS,Product Design,Design,2017/11/30,failed,25,Australia,3922.21,31365.17,1
Nemos Garden Australia,Farms,Food,2017/11/25,failed,8,Australia,189.76,15682.58,1
"A Multimeter, Oscilloscope & Logger that Fits in Your Pocket",DIY Electronics,Technology,2017/11/29,successful,2295,Australia,178166.38,15629.88,1
Only Tonight My Love - A Short Film,Romance,Film & Video,2017/11/29,failed,3,Australia,39.86,937.79,1
Napoleonic Wars Video Game,Video Games,Games,2017/11/29,failed,2,Australia,39.86,5861.21,1
Sentribot,Robots,Technology,2017/11/14,failed,4,Australia,82.84,39074.71,1
Huff'n Tuff - 3 Little Pigs Wave Defence Video Game,Video Games,Games,2017/10/30,failed,3,Australia,39.86,3907.47,1
"Francis Thompson, Priest-Poet-Ripper.",Documentary,Film & Video,2017/11/28,failed,7,Australia,330.57,1562.21,1
The Bookmarks Made out of REAL LEAVES 3.0,Stationery,Crafts,2017/11/28,successful,35,Australia,764.3,156.3,1
Happy Hour,Tabletop Games,Games,2017/11/27,canceled,0,Australia,0,7814.94,1
Interlude Gallery 2017 Almanac Publication,Art Books,Publishing,2017/12/05,successful,37,Australia,3184.59,3125.98,1
Paw-ta-Potty,Product Design,Design,2017/11/26,failed,3,Australia,74.24,13285.4,1
Max. Shift Comic Series - Issue 2,Comic Books,Comics,2017/11/24,canceled,13,Australia,187.56,3516.72,1
NINETYNINE Watches,Accessories,Fashion,2017/11/24,suspended,9,Australia,577.52,5861.21,1
‘Sector 0141’ – Modular Industrial Wargaming Terrain.,Tabletop Games,Games,2017/11/24,successful,8,Australia,1792.75,1562.99,1
Worsted Comb,Flight,Technology,2017/11/24,failed,2,Australia,8.6,117224.13,1
Surgery for Cardboard Richo #GoTiges,Sculpture,Art,2017/10/30,failed,4,Australia,31.8,78.15,1
Vellum,Fiction,Publishing,2017/12/18,failed,0,Australia,0,273.52,1
The Draft Banquet,Tabletop Games,Games,2017/11/23,failed,41,Australia,1677.87,3125.98,1
"""Legendary Lover"": a book to end sexual repression and abuse",Nonfiction,Publishing,2017/11/23,failed,5,Australia,257.89,3907.47,1
SUPER BULBS - The Touchdown Light,Hardware,Technology,2017/11/21,canceled,101,Australia,20876.06,78149.42,1
FIRST FULL E.P. Personality Disorder Catalyst,Pop,Music,2017/11/02,failed,4,Australia,117.22,3907.47,1
The Hell Ride Documentary,Documentary,Film & Video,2017/11/22,failed,30,Australia,1765.07,22767.62,1
John Philips Watches: Affordable Luxury Timepieces,Product Design,Design,2017/11/22,failed,6,Australia,1543.57,11576.75,1
Funding for Quell - Book 3 of the Verge Trilogy,Fiction,Publishing,2017/11/22,failed,5,Australia,213.01,3704.56,1
Xtreme Kinetic: most comfortable minimal shoes,Footwear,Fashion,2017/11/22,failed,10,Australia,459.98,38589.18,1
Origin Decanter,Product Design,Design,2017/11/12,successful,345,Australia,21315.12,5788.38,1
“CRUCIFIX EXECUTIONER” BY KILLER COMICS: FIRST USA PRINT RUN,Graphic Novels,Comics,2017/11/30,failed,18,Australia,509.38,3087.13,1
Australian Bushranger Ben Hall - a pictorial biography,Graphic Novels,Comics,2017/10/27,successful,68,Australia,8112.22,7717.84,1
Irregular Webcomic!: Prepare for the Wurst,Webcomics,Comics,2017/11/22,successful,244,Australia,9172.65,3858.92,1
The Golden Railroad,Comic Books,Comics,2017/11/20,successful,12,Australia,211.47,154.36,1
MiSun: Lighting for a Sustainable Future,Gadgets,Technology,2017/11/20,failed,45,Australia,5499.73,38589.18,1
John Philips Watches: Affordable Luxury Timepieces,Product Design,Design,2017/11/20,canceled,2,Australia,308.71,11576.75,1
Fight Earnestly,Video Games,Games,2017/11/20,failed,4,Australia,127.34,8489.62,1
"Me, Myself + Monster - 3D Printed Art toys",Mixed Media,Art,2017/11/03,failed,2,Australia,115.77,1003.32,1
Roast You - Personalised Digs at You Made into Art!,Crafts,Crafts,2017/10/21,canceled,1,Australia,3.86,771.78,1
I Am Childrens Book,Children's Books,Publishing,2017/11/19,failed,9,Australia,286.33,771.78,1
Kill_Kapture: Special Ops Jackets,Apparel,Fashion,2017/11/14,failed,20,Australia,12796.94,77178.36,1
Idle Thuggery - Villainy with a New Face,Comic Books,Comics,2017/11/04,successful,28,Australia,482.36,154.36,1
light bandz,Wearables,Technology,2017/10/20,failed,5,Australia,64.06,3858.92,1
Adelaide console gaming competition,Live Games,Games,2017/11/08,failed,2,Australia,15.44,7717.84,1
KASSKIT: The only solution to STOP phone use while driving,Gadgets,Technology,2017/11/02,failed,5,Australia,2106.97,123485.37,1
MAD Gaze: Best AR Smart Glasses for Work & Entertainment,Wearables,Technology,2017/11/17,successful,221,Australia,159987.73,38589.18,1
The Adventures of Mr. Schnoozle,Children's Books,Publishing,2017/11/17,successful,125,Australia,12441.15,11576.75,1
In Gratitude,Music,Music,2017/10/28,successful,158,Australia,5863.24,5402.49,1
OR?! - A Modern 'Would You Rather' Style Party Game,Tabletop Games,Games,2017/11/16,failed,31,Australia,1035.73,9956.01,1
"Fun B-Grade & Tiki inspired, Huge Colour Posters in Print!",Art,Art,2017/11/16,failed,3,Australia,1106.74,5402.49,1
Fantasy Music for your DnD Campaign Vol.1,Tabletop Games,Games,2017/11/16,successful,43,Australia,409.82,38.59,1
The Little Spinster (Feature Film),Drama,Film & Video,2017/11/14,successful,29,Australia,771.78,771.78,1
PAXTER - Smart Travel / Gym Container For Hygiene Products,Product Design,Design,2017/10/17,successful,807,Australia,39399.09,19294.59,1
ELEPHANT Playing Cards Relaunch,Playing Cards,Games,2017/11/24,successful,306,Australia,13223.58,7675.19,1
KobZ Wonder Wallet,Product Design,Design,2017/11/15,canceled,23,Australia,963.24,26863.15,1
Serpentine Salt & Pepper Mill - new life of your spices!,Product Design,Design,2017/11/15,canceled,5,Australia,924.86,7675.19,1
Flikframe - Picture frames that don't mess up your walls.,Product Design,Design,2017/11/15,successful,93,Australia,7691.61,7675.19,1
PCB quick connect clip - 40 pin raspberry pi compatible,DIY Electronics,Technology,2017/11/06,successful,131,Australia,5998.16,5449.38,1
Desire to win - Lila in Rue de la Huchette,Art Books,Publishing,2017/10/31,failed,14,Australia,1175.07,7675.19,1
"""MikeyJ"" brand launch",Childrenswear,Fashion,2017/10/16,failed,0,Australia,0,2302.56,1
Mediator in an Abstract World (working title),Video Games,Games,2017/12/11,failed,4,Australia,15.35,11512.78,1
EEVblog 121GW Multimeter,DIY Electronics,Technology,2017/12/04,successful,2296,Australia,494799.41,32235.78,1
The Cultured Kid - Languages For Kids,Product Design,Design,2017/11/14,failed,32,Australia,10774.43,19187.97,1
November Athletic,Apparel,Fashion,2017/11/14,canceled,18,Australia,2210.45,30700.74,1
Evolve: Lights of the Deep,Tabletop Games,Games,2017/11/14,successful,141,Australia,4256.66,3070.07,1
All We Can't See: Illustrating the Nauru Files,Art,Art,2017/11/14,successful,42,Australia,7974.52,7675.19,1
ARGHK: A magazine about ping pong,Periodicals,Publishing,2017/11/14,failed,31,Australia,1486.81,9593.98,1
"FluxFins: The world's first adjustable, dynamic surf fins.",Product Design,Design,2017/11/14,successful,103,Australia,7816.41,7675.19,1
Further' Its your Own Festival.,Performance Art,Art,2017/11/13,failed,0,Australia,0,7675.19,1
Personalised Wood Work & Night Lights,Woodworking,Crafts,2017/10/14,failed,0,Australia,0,3070.07,1
Sigmund Fraud - A Six Episode Web Series,Webseries,Film & Video,2017/10/13,failed,7,Australia,310.85,7675.19,1
Josephine Marlin & The Alternatives,Fiction,Publishing,2017/11/11,failed,3,Australia,26.86,245.61,1
Capsule - Your Smart Photo Assistant,Hardware,Technology,2017/11/03,failed,365,Australia,48277.96,49788.93,1
Space Corridor Battle Terrain,Tabletop Games,Games,2017/10/12,failed,16,Australia,5065.62,46051.12,1
Beyond Earth Game - Level 6 on iPhone,Mobile Games,Games,2017/11/25,failed,0,Australia,0,1535.04,1
The FLEX - Titanium Keychain Carabiner,Product Design,Design,2017/11/15,successful,80,Australia,4992.71,2302.56,1
Pigeon Nest,Games,Games,2017/11/10,failed,19,Australia,621.69,3837.59,1
3D Printable Dubrovnik Style Chess Set,3D Printing,Technology,2017/11/10,successful,74,Australia,937.91,230.26,1
