name,category,subCategory,launched,deadline,result,backers,country,pledged,goal
Inspirational Products,Publishing,Publishing,2017/07/17,2017-07-21,failed,0,CA,0,1190.85
Someone's Watching (Thriller) Short Film,Thrillers,Film & Video,2017/07/16,2017-09-14,failed,1,US,1,15000
Fund Melissa Gottlieb's Breakout Record,Music,Music,2017/07/16,2017-09-14,failed,8,US,815,12000
Batman v. Bane Family Reunion: A DC Fan Made Movie,Action,Film & Video,2017/07/16,2017-09-14,successful,10,US,657,500
Unknown Greatness,Video Games,Games,2017/07/16,2017-09-14,failed,7,US,140,15000
A Socially Awkward fundraiser!,Plays,Theater,2017/07/16,2017-09-14,successful,42,GB,2038.15,2038.15
Christmas Eve - The Board Game,Tabletop Games,Games,2017/07/16,2017-09-14,canceled,42,GB,2285.45,4755.69
Event Horizon,Metal,Music,2017/07/16,2017-09-14,failed,13,US,215,2000
Snakes And Lizards,Tabletop Games,Games,2017/07/16,2017-09-14,failed,4,US,142,5000
Safety Sleepsuit - Aurora Baby,Apparel,Fashion,2017/07/16,2017-09-14,failed,8,GB,186.15,54350.78
"My Rainbow Clock; Positive, Think out of the box, Go forward",Product Design,Design,2017/07/16,2017-09-14,canceled,4,US,339,14500
Born In 1978 Pantha BMX New Generation is Back.,Technology,Technology,2017/07/16,2017-09-14,failed,15,NZ,1470.65,43747.72
A Music Video for Humanity,Music Videos,Film & Video,2017/07/16,2017-09-14,failed,5,US,450,10500
Psycho Exploding Orangutans Album,Music,Music,2017/07/16,2017-09-11,successful,39,US,2150,2000
The Other 70% Kamasutra: Innovative Storytelling Collection,Fiction,Publishing,2017/07/16,2017-09-05,failed,4,US,22,25000
THAT LETHAL DAME couture training camp,Design,Design,2017/07/16,2017-08-31,canceled,1,US,100,5000
Manastorm: World of Shin'ar Campaign Setting,Tabletop Games,Games,2017/07/16,2017-08-30,successful,128,US,6130.98,1000
ForumHorn,Publishing,Publishing,2017/07/16,2017-08-30,failed,0,CA,0,48.23
The Hippest 7/11 in the World,Drinks,Food,2017/07/16,2017-08-30,failed,0,US,0,685000
New Slang - An illustrated collective,Art Books,Publishing,2017/07/16,2017-08-30,canceled,0,GB,0,1941.9
Trooper Tee | You Don't Need to be a Serviceman to Thank One,Apparel,Fashion,2017/07/16,2017-08-30,failed,2,US,73,30000
Organic Vegan Wellness from the Inside Out,Small Batch,Food,2017/07/16,2017-08-25,failed,47,AU,14470.12,19786.31
Love & Baggage,Comics,Comics,2017/07/16,2017-08-22,failed,15,GB,866.84,6411.57
Upper Structure's Debut Studio Album,Pop,Music,2017/07/16,2017-08-21,successful,73,US,9970,9000
Sinistre issue #1 relaunch,Comic Books,Comics,2017/07/16,2017-08-20,successful,62,US,1659,1500
Sleepy Harlem Clothing,Embroidery,Crafts,2017/07/16,2017-08-20,failed,1,US,10,1000
"Axon™: Revolutionary, smart, effort-measuring fitness tool",Product Design,Design,2017/07/16,2017-08-17,canceled,95,US,20427,50000
klaamotte - soft wear for professionals,Apparel,Fashion,2017/07/16,2017-08-17,failed,25,DE,3674.61,58699.91
Gritt vs. Unstoppable: For The Glory (One Shot Comic),Comic Books,Comics,2017/07/16,2017-08-16,successful,127,US,3381,3000
Startup Software and Video Game Development,Software,Technology,2017/07/16,2017-08-15,failed,2,CA,27.65,67156.51
A Workshop Away From Crafting My Future,Woodworking,Crafts,2017/07/16,2017-08-15,failed,0,GB,0,38623.46
Essential Mobile Kit,Gadgets,Technology,2017/07/16,2017-08-15,failed,8,US,506,8500
Small Batch Artisan Cajun Beef Jerky,Small Batch,Food,2017/07/16,2017-08-15,successful,59,US,2540,2500
DO SOMETHING GOOD | Lets help humanity together,Publishing,Publishing,2017/07/16,2017-08-15,failed,2,NL,25.83,3169.8
Fashion Embroidery Scarves Standing for Natures and Love,Accessories,Fashion,2017/07/16,2017-08-15,failed,1,GB,27.04,2574.9
Tierney Family Farms - Indoor Vertical Aeroponics Farm,Farms,Food,2017/07/16,2017-08-15,failed,2,US,11,5000
PharmaEdu: Drug Education,Publishing,Publishing,2017/07/16,2017-08-15,canceled,0,US,0,10000
DIVADI - Vegan Eco-Friendly Energy Shoes,Footwear,Fashion,2017/07/16,2017-08-15,failed,14,AT,1145.82,11739.98
Flyboard Air®,Technology,Technology,2017/07/16,2017-08-15,live,2,BE,610.48,293499.57
Piste RBG. Fashion to be worn with Pride!,Apparel,Fashion,2017/07/16,2017-08-15,failed,3,GB,41.2,6437.24
Smash Mobs – Defend Monster Invasion,Mobile Games,Games,2017/07/16,2017-08-15,failed,11,US,207,500
Bitz & Bobz - The animated miniseries. Episode 1 'The Pie',Animation,Film & Video,2017/07/16,2017-08-15,successful,32,GB,1359.55,1287.45
K_o Signature Sneaker the K_o 1,Footwear,Fashion,2017/07/16,2017-08-15,canceled,18,US,1468,150000
Twisted Fate: Gets Animated,Webcomics,Comics,2017/07/16,2017-08-15,failed,2,US,36,10000
"Primal Pride Pin, BDSM, Primal Play, Primal",Graphic Design,Design,2017/07/16,2017-08-15,canceled,2,US,60,800
Exploitation - and the Directors Who Make It,Comedy,Film & Video,2017/07/16,2017-08-15,successful,66,US,2366.66,500
"""San Diego's Finest""",Documentary,Film & Video,2017/07/16,2017-08-15,failed,5,US,102,50000
Defense of the Citadel,Tabletop Games,Games,2017/07/16,2017-08-15,successful,572,HK,55382.08,10227.43
Art by Steve Barnes,Art,Art,2017/07/16,2017-08-15,failed,2,US,155,5000
FAKE IT 'TIL YOU MAKE IT - APP,Apps,Technology,2017/07/16,2017-08-15,failed,3,CA,19.75,7900.77
Meatspace Universe Omnibus Collection,Graphic Novels,Comics,2017/07/16,2017-08-15,failed,40,US,1344,13000
Impromptu: The party game that speaks for itself,Tabletop Games,Games,2017/07/16,2017-08-15,failed,5,US,130,60000
West myth records startup,Hip-Hop,Music,2017/07/16,2017-08-15,failed,1,GB,27.04,3218.62
From Sushi Guild to Sushi Gaming LTD,Video Games,Games,2017/07/16,2017-08-15,failed,1,GB,12.87,450.61
Paradox,Hip-Hop,Music,2017/07/16,2017-08-15,failed,1,US,2,750
Good Lines Mean Everything,Graphic Design,Design,2017/07/16,2017-08-14,failed,2,GB,30.9,13196.35
The Penned Guin - To Coldly Go...,Comics,Comics,2017/07/16,2017-08-13,successful,53,GB,1071.16,386.23
PERSEPHONE: an honest mental health performance @ MNFringe,Performances,Dance,2017/07/16,2017-08-13,successful,25,US,1426,1000
Help Create North Dakota Virtual Reality Experiences!,Places,Photography,2017/07/16,2017-08-11,failed,59,US,15093,20000
Silhouette Awards- Event for Women Filmmakers,Film & Video,Film & Video,2017/07/16,2017-08-10,failed,3,US,21,8500
Survival Horror - In My Pocket,Tabletop Games,Games,2017/07/16,2017-08-10,successful,59,ES,4371.87,1764.75
Desert Dance Short Film,Performances,Dance,2017/07/16,2017-08-10,successful,73,US,4297,3500
"Uncle Dox ""DOXYGEN""",Kids,Music,2017/07/16,2017-08-05,failed,1,US,20,2000
Reincarnation Research: Many Lives Many Stories,Experimental,Film & Video,2017/07/16,2017-07-31,failed,1,US,1,20000
Under the mask,Film & Video,Film & Video,2017/07/16,2017-07-31,successful,12,US,3710,3000
Quest For The Golden Giant,Young Adult,Publishing,2017/07/16,2017-07-31,failed,5,US,110,4500
Cotswold Gin & Tonic Candy,Food,Food,2017/07/16,2017-07-31,failed,26,GB,753.25,3943.74
New Slang - An Illustrated Collective,Art Books,Publishing,2017/07/16,2017-07-30,successful,50,GB,2071.78,1971.87
Steps in Line. Art Residency in Buenos Aires!,Installations,Art,2017/07/16,2017-07-28,successful,16,US,3415,3200
Day of the Dead Wednesday Calavera Vinyl Stickers,Illustration,Art,2017/07/16,2017-07-24,successful,100,US,1276,250
Jungle Babe!,Comics,Comics,2017/07/16,2017-07-21,successful,21,US,945,99
John Titor: Time Travel Adventures,Comics,Comics,2017/07/15,2017-09-13,failed,10,US,211,2500
Click2Styles The Magazine,Periodicals,Publishing,2017/07/15,2017-09-13,failed,1,US,1,41600
HOME VISITS,Apps,Technology,2017/07/15,2017-09-13,failed,2,BE,84.94,11364.86
Clutch For Men - New Product Innovation,Accessories,Fashion,2017/07/15,2017-09-13,failed,1,US,1,1000
The ABC Life,Nonfiction,Publishing,2017/07/15,2017-09-13,canceled,33,GB,3061.31,13587.69
Educational birthday gifts,Web,Technology,2017/07/15,2017-09-13,failed,1,AU,0.8,2406.93
Gothic Tales of Haunted Love: A Comics Anthology,Anthologies,Comics,2017/07/15,2017-09-13,successful,873,CA,27103.07,22581.36
Camera for Dorian,Experimental,Film & Video,2017/07/15,2017-09-13,failed,2,US,2,500
Hope Project,Faith,Music,2017/07/15,2017-09-13,canceled,0,IE,0,3588.9
Fibromyalgia Easy Clothing,Fashion,Fashion,2017/07/15,2017-09-13,failed,9,AU,358.63,36103.98
"School, pizza delivery",Restaurants,Food,2017/07/15,2017-09-13,failed,2,IT,26.32,35889.03
Rick's Cafe product line,Small Batch,Food,2017/07/15,2017-09-13,failed,1,US,1,45000
Medical Flower Diary,Publishing,Publishing,2017/07/15,2017-09-13,failed,2,US,22,35000
Healthy weightloss: how to weight within few weeks,Webseries,Film & Video,2017/07/15,2017-09-01,failed,3,GB,207.14,38837.97
Pium: Your Personal Aromatherapist,Product Design,Design,2017/07/15,2017-09-01,successful,181,US,61312,48000
Four Play clarinet LIVE!: Equipment For Our Live Shows,Classical Music,Music,2017/07/15,2017-08-29,failed,28,US,1626,10000
Our Solar System,Product Design,Design,2017/07/15,2017-08-29,failed,18,GB,2934.86,12945.99
Make Me,People,Photography,2017/07/15,2017-08-29,failed,3,US,141,2500
Stairball,Games,Games,2017/07/15,2017-08-29,canceled,11,US,1350,50000
Believe in Spring Novella + The Jett Series Box Set,Young Adult,Publishing,2017/07/15,2017-08-29,failed,15,US,216,350
"Machines & Monsters, new CD by External Combustion Orchestra",Country & Folk,Music,2017/07/15,2017-08-29,successful,48,US,1804,1500
University of Early Childhood Development - UOECD.com,Software,Technology,2017/07/15,2017-08-28,failed,0,US,0,300000
Fool's Paradise studio recording,Rock,Music,2017/07/15,2017-08-24,failed,2,DK,82.7,2380.91
LYFToff 2017,Technology,Technology,2017/07/15,2017-08-24,canceled,0,US,0,2500
J FORE's First Album!!,Hip-Hop,Music,2017/07/15,2017-08-24,failed,2,US,21,1500
Rolling Empires - The Fantasy Dice Building Game,Tabletop Games,Games,2017/07/15,2017-08-20,successful,524,CA,30790.69,18388.23
Socks and Robbers - Short Film,Film & Video,Film & Video,2017/07/15,2017-08-20,successful,107,GB,6592.38,6411.57
A Matter of Time Kickstarter,Video Games,Games,2017/07/15,2017-08-19,successful,119,AU,1062.52,474.87
"Short & Fat | Custom Built Shirts for Short, Fat Guys",Apparel,Fashion,2017/07/15,2017-08-19,successful,121,US,16109,15000
Silk: Trading Post App,Technology,Technology,2017/07/15,2017-08-18,failed,2,US,120,9900
Elbike - the coolest Ebike at the best price.,Product Design,Design,2017/07/15,2017-08-15,successful,445,DE,560483.51,35219.95
My amazing year in music,Music,Music,2017/07/15,2017-08-15,failed,5,US,123,75000
Prohibition Texas,Drinks,Food,2017/07/15,2017-08-14,failed,1,US,720,12500
"THE PUREST FOOD- using 99% less water, 100% organic",Farms,Food,2017/07/15,2017-08-14,failed,0,US,0,3520
Invest in business start up that supports K9 charity events,Pet Fashion,Fashion,2017/07/15,2017-08-14,failed,1,US,1,3000
Hargreaves Stockholm - Exclusively Ethical Fine Jewellery,Jewelry,Fashion,2017/07/15,2017-08-14,canceled,8,SE,754.72,30774.91
MAODAMORTA: Help get us forge some metal!,Metal,Music,2017/07/15,2017-08-14,failed,3,US,275,4672
Raising Consciousness,Nonfiction,Publishing,2017/07/15,2017-08-14,failed,0,US,0,25000
SportsChat,Apps,Technology,2017/07/15,2017-08-14,failed,0,US,0,2000
VergeFM: A New Music Streaming App,Music,Music,2017/07/15,2017-08-14,failed,2,US,120,55000
The Debut EP for 17-year old Grayson Word,Music,Music,2017/07/15,2017-08-14,successful,78,US,9025,8450
One World,World Music,Music,2017/07/15,2017-08-14,canceled,0,US,0,15000
Burger Time: The Card Game,Tabletop Games,Games,2017/07/15,2017-08-14,successful,290,US,7856,3000
"""The Blessed Patience""",Hip-Hop,Music,2017/07/15,2017-08-14,canceled,2,US,160,10000
Fidget Guiders | World's First Fidget Spinner Shoes,Footwear,Fashion,2017/07/15,2017-08-14,canceled,1,US,30,12500
Bram Stoker's Dracula: Origins & Revelations,Fiction,Publishing,2017/07/15,2017-08-14,failed,32,US,2663,20000
Grimmjow's Revenge : Memoirs of a Madman,Art Books,Publishing,2017/07/15,2017-08-14,failed,20,US,1528,15000
Living comfortable in style for the future.,Technology,Technology,2017/07/15,2017-08-14,failed,5,US,50,5000
DANIEL & THE GODS Film & LIVE Theater show,Musical,Theater,2017/07/15,2017-08-14,canceled,0,US,0,10000
The Lighthouse,Video Games,Games,2017/07/15,2017-08-14,successful,748,US,35385,10000
Come and See - An Immersive Audio Experience,Immersive,Theater,2017/07/15,2017-08-14,failed,6,US,260,12000
Seven Season Soup - A board game about fighting and cooking,Tabletop Games,Games,2017/07/15,2017-08-14,canceled,76,DE,4576.25,41089.94
The Compendium of Wild Beasts,Tabletop Games,Games,2017/07/15,2017-08-14,canceled,78,US,3594,10000
Quickdating,Apps,Technology,2017/07/15,2017-08-14,failed,1,CH,21.84,41605.56
Ever After : Twisted Realm,Tabletop Games,Games,2017/07/15,2017-08-14,failed,220,US,20102,50000
Taste Trivia,Tabletop Games,Games,2017/07/15,2017-08-14,failed,57,US,3530,14000
LIKE WALKING ON AIR. THE REVOLUTIONARY AIR CIRCULATION SHOE.,Footwear,Fashion,2017/07/15,2017-08-14,canceled,90,US,18102,35000
"The Kong, the Worlds First Koozie Beer Bong",Product Design,Design,2017/07/15,2017-08-14,canceled,113,US,30488,43000
Spinneroo: Connected Smart & Interactive Fidget Spinner,Gadgets,Technology,2017/07/15,2017-08-14,suspended,210,AU,14703.13,11874.6
PIHL WEEDHOPPER BASS FISHING LURE,Product Design,Design,2017/07/15,2017-08-14,failed,0,US,0,100000
The Last Remnants of Men RPG,Tabletop Games,Games,2017/07/15,2017-08-14,canceled,4,AU,40.37,1583.28
Omega Worlds #1 (comic),Comic Books,Comics,2017/07/15,2017-08-14,failed,7,US,71,5500
Medieval Clocks - Forgotten Italian art,Art,Art,2017/07/15,2017-08-14,failed,2,IT,616.35,29349.96
Birthday Party!,Comedy,Film & Video,2017/07/15,2017-08-14,successful,77,GB,5434.32,5407.28
Personal Covered Parking With Heating Elements,Hardware,Technology,2017/07/15,2017-08-14,failed,5,US,203,10000
Portable Recording Studio,Music,Music,2017/07/15,2017-08-14,failed,2,US,120,94000
T-up MK1 - The auto tee up golf training device!,Gadgets,Technology,2017/07/15,2017-08-14,failed,20,DE,26092.11,29349.96
The Toilet Timer,Product Design,Design,2017/07/15,2017-08-14,successful,977,US,23868,20000
Bring the Bling,Couture,Fashion,2017/07/15,2017-08-14,failed,1,US,11,1000
"Oasis Gaming - It's not a game, it's a lifestyle!",Video Games,Games,2017/07/15,2017-08-14,suspended,0,US,0,15000
"Maths'Fun, when learning Mathematics becomes a game!",Web,Technology,2017/07/15,2017-08-14,failed,3,AU,30.08,1583.28
TheWay_Bible Message Products,Fashion,Fashion,2017/07/15,2017-08-14,failed,0,US,0,100000
Carton Vault - Ultimate Backup Solution,Software,Technology,2017/07/15,2017-08-14,failed,1,HK,14.19,38352.87
Funding Education Through Playing Cellular Games,Mobile Games,Games,2017/07/15,2017-08-14,failed,0,US,0,5000
Scenery for Wargames and Tabletop (WW2 Buildings),Tabletop Games,Games,2017/07/15,2017-08-14,canceled,5,DE,756.05,4695.99
Lash LaRue & the Hired Guns CD Project,Music,Music,2017/07/15,2017-08-14,successful,25,US,1005,1000
Three Dogs Eatery,Food Trucks,Food,2017/07/15,2017-08-14,failed,1,US,11,10000
The Worst Game Ever,Tabletop Games,Games,2017/07/15,2017-08-14,canceled,10,US,280,4000
AfricanCrush,Apps,Technology,2017/07/15,2017-08-14,failed,2,US,36,1000
Yogi Berra's Last Game - Historic Documentary Baseball Film,Documentary,Film & Video,2017/07/15,2017-08-14,failed,1,US,25,175000
Nostalgic and poetic short stories,Fiction,Publishing,2017/07/15,2017-08-14,failed,0,US,0,3000
No Cat Left Behind,Journalism,Journalism,2017/07/15,2017-08-14,failed,12,US,314,3000
"Bites and Pieces: The Last Supper, Annique Delphine",Installations,Art,2017/07/15,2017-08-13,successful,44,DE,3634.7,3404.6
Comic con projet,Crafts,Crafts,2017/07/15,2017-08-11,suspended,3,CA,98.33,786.66
40XLClothing,Apparel,Fashion,2017/07/15,2017-08-11,failed,0,US,0,2500
Through the Galaxy and Back,Theater,Theater,2017/07/15,2017-08-09,canceled,3,US,90,600
Lives - A two-world puzzle game (RE-UPLOAD),Video Games,Games,2017/07/15,2017-08-09,canceled,2,US,21,1300
Inspirational University – Mental Toughness Training:,Academic,Publishing,2017/07/15,2017-08-08,failed,0,US,0,4000
Kiki's Delivery Service Halloween Ghibli Enamel Pin,Accessories,Fashion,2017/07/15,2017-08-06,successful,30,US,590,590
NEO: playing cards,Playing Cards,Games,2017/07/15,2017-08-05,successful,327,NZ,11766.72,8993.88
LAMEBRAINS Oozing Skull Enamel Pin,Art,Art,2017/07/15,2017-08-05,successful,24,US,744,740
The 19th Annual Animation Show of Shows Take 2,Animation,Film & Video,2017/07/15,2017-08-05,successful,561,US,62473.23,1000
Lighting Encoder Wing,Gadgets,Technology,2017/07/15,2017-08-04,failed,30,US,11906,25000
a kid from the south. the art gallery.,Public Art,Art,2017/07/15,2017-08-04,successful,48,US,3842.77,3500
Questions I Always Get Asked as a Muslim,Print,Journalism,2017/07/15,2017-08-04,successful,7,NZ,175.1,126.67
World's 1st Affordable AUTHENTIC Moon Rock Pendant,Jewelry,Fashion,2017/07/15,2017-08-03,successful,32,US,3052,800
Launching Tampa's premier HD streaming service,Film & Video,Film & Video,2017/07/15,2017-08-01,failed,1,US,1,1500
Back In Time LOGO Shirts with Doctor WHO,Apparel,Fashion,2017/07/15,2017-07-31,failed,6,CA,143.97,5170.22
Boxes,Woodworking,Crafts,2017/07/15,2017-07-30,successful,5,CA,338.05,67.61
Woof: Portable Electric Skateboard,Gadgets,Technology,2017/07/15,2017-07-30,suspended,8,SG,1881.59,737.3
Solar Smash 360,Games,Games,2017/07/15,2017-07-29,failed,1,US,5,600
Handwritten Life Calligraphy Postcard Project,Mixed Media,Art,2017/07/15,2017-07-29,successful,86,US,5020,5000
Kale Cafe Juice Bar & Vegan Cuisine: Another Location,Vegan,Food,2017/07/15,2017-07-28,failed,11,US,453,30000
Rick & Morty Skeleton Pins,Art,Art,2017/07/15,2017-07-23,successful,77,GB,2135.8,392.85
"""MUERTOS"" Playing Cards",Playing Cards,Games,2017/07/15,2017-07-22,successful,144,US,5698,3000
Dragon Lady: A Memoir by Jane Goodwell,Nonfiction,Publishing,2017/07/14,2017-09-12,failed,2,CA,17.3,2718.96
The Open Source Brain Communication and Support Headset,DIY Electronics,Technology,2017/07/14,2017-09-12,failed,4,GB,70.66,2445.79
Drinkware Stacker - smartly engineered,Product Design,Design,2017/07/14,2017-09-12,failed,65,US,1433.11,2000
Muskie! - The First-Ever Coffee Table Muskie Book,Publishing,Publishing,2017/07/14,2017-09-12,failed,29,US,3811,50000
Helmet mounted emergency alert chip,Design,Design,2017/07/14,2017-09-12,failed,8,US,47,12000
Neon Boys (Post Production),Shorts,Film & Video,2017/07/14,2017-09-12,failed,3,US,41,2000
TRI Cards: 3-way thinking games,Playing Cards,Games,2017/07/14,2017-09-12,failed,14,HK,228.24,1535.25
Kabul Express is authentic Afghan chilli sauce,Small Batch,Food,2017/07/14,2017-09-12,failed,18,GB,612.81,9239.63
The Colonial Theatre's Campaign for The Next Century,Movie Theaters,Film & Video,2017/07/14,2017-09-12,successful,185,US,53000,50000
Power To The People,Drama,Film & Video,2017/07/14,2017-09-12,failed,2,CA,1.65,61794.51
Red Raven Meadery,Drinks,Food,2017/07/14,2017-09-12,failed,2,US,21,10000
"Afam Pillar ""BELIEVE"" Music Project",Indie Rock,Music,2017/07/14,2017-09-12,failed,9,GB,201.1,10870.16
CHUCKS APT,Film & Video,Film & Video,2017/07/14,2017-09-12,failed,1,US,1,9000
"Mongo's Opus - Red Bull Flugtag 2017 Nashville, TN",Design,Design,2017/07/14,2017-09-11,failed,4,US,150,500
Unsuspecting Friends eBook & Audio Book,Fiction,Publishing,2017/07/14,2017-08-31,failed,3,US,75,20000
Park it Right,Gadgets,Technology,2017/07/14,2017-08-28,failed,9,US,173,2000
Tearribles: The Dog Toy We've All Been Waiting For,Crafts,Crafts,2017/07/14,2017-08-28,successful,3227,US,112524,15000
Dream a Dream,Apparel,Fashion,2017/07/14,2017-08-28,failed,0,US,0,12600
Haiti and Teacher Education,Publishing,Publishing,2017/07/14,2017-08-25,failed,1,US,50,800
Necromancer's Legacy,Mobile Games,Games,2017/07/14,2017-08-23,failed,3,AT,54.32,153504.63
Marina Milani Bags: Your Custom Creation,Fashion,Fashion,2017/07/14,2017-08-23,canceled,0,IT,0,944.64
Street God',Action,Film & Video,2017/07/14,2017-08-23,canceled,4,US,280,400000
Vinyl Square Fall Tour 2017,Music,Music,2017/07/14,2017-08-19,successful,20,US,1360,1100
I.L.Y.S.M. Movie,Comedy,Film & Video,2017/07/14,2017-08-18,successful,144,US,12280,10000
CONSPIRACY,Video Games,Games,2017/07/14,2017-08-18,failed,5,US,5,4000
Death Is But A Doorway,Fiction,Publishing,2017/07/14,2017-08-18,failed,0,US,0,2200
REY! EN CUBA CHICO! MÉXICO VISITA CUBA 2017,Music,Music,2017/07/14,2017-08-16,failed,1,MX,111.83,2795.8
Courage Has No Gender,Public Art,Art,2017/07/14,2017-08-16,failed,128,US,11478,30000
The Working Man’s Ballet – autobiography of Alan Hudson,Nonfiction,Publishing,2017/07/14,2017-08-15,successful,126,GB,7023.03,6437.24
"The Broadway Boys present ""A New Broadway""",Music,Music,2017/07/14,2017-08-14,successful,97,US,30660,30000
ShipsBells App Improvement Program,Apps,Technology,2017/07/14,2017-08-13,failed,2,AU,25.33,19791.01
The Evon Enamel Pin Preorder!,Accessories,Fashion,2017/07/14,2017-08-13,failed,15,US,236,770
Mad Science!,Tabletop Games,Games,2017/07/14,2017-08-13,failed,51,US,1802,2400
THE YOUNG FABLES are recording a CLASSIC COUNTRY record !,Country & Folk,Music,2017/07/14,2017-08-13,successful,253,US,24440,20000
Cook County Jail: Mental Illness Behind Bars,Photobooks,Photography,2017/07/14,2017-08-13,canceled,17,US,4205,20000
Marx & Recreation,Apparel,Fashion,2017/07/14,2017-08-13,successful,27,US,1505,1500
Libro Fantasy: Il cavaliere di Bahamuth pt 1,Young Adult,Publishing,2017/07/14,2017-08-13,failed,1,IT,35.22,234.8
ICE AND FIRE Playing cards,Playing Cards,Games,2017/07/14,2017-08-13,failed,130,US,4330,14000
Barcelona Bullets (FPS multiplayer game),Video Games,Games,2017/07/14,2017-08-13,failed,2,ES,48.13,1761
MotoGP Inspired Enamel Pins,Art,Art,2017/07/14,2017-08-13,canceled,1,US,17,1000
White Wolves / Short Film,Shorts,Film & Video,2017/07/14,2017-08-13,successful,38,US,15313.1,15000
Illustrated rhino enamel pins,Illustration,Art,2017/07/14,2017-08-13,failed,2,GB,30.9,257.49
Ewok Village,Public Art,Art,2017/07/14,2017-08-13,failed,5,GB,55.36,109433.14
Rob Is Terminal,Shorts,Film & Video,2017/07/14,2017-08-13,successful,27,US,1635,1000
Pre-Order David Brinker's Debut EP,Country & Folk,Music,2017/07/14,2017-08-13,successful,135,US,18146,15000
Little Paper Planes: workshop and after school arts program,Art,Art,2017/07/14,2017-08-13,successful,212,US,12498,10000
Project Salmon,Software,Technology,2017/07/14,2017-08-13,failed,2,US,550,5000
Help Twisted River Grow,Small Batch,Food,2017/07/14,2017-08-13,failed,13,US,925,15000
XOCHIPILLI,Installations,Art,2017/07/14,2017-08-13,successful,86,MX,6861.16,6709.91
Kawaii Cafe,Food,Food,2017/07/14,2017-08-13,failed,0,US,0,5000
"Annalee's first vinyl record 'Open Road', Chicago to Cali",Music,Music,2017/07/14,2017-08-13,successful,34,US,3925,3500
The Collective - Gaming Lan Center/Computer Repair,Games,Games,2017/07/14,2017-08-13,failed,1,US,1,30000
Plague Born Merch,Apparel,Fashion,2017/07/14,2017-08-13,successful,23,US,901,800
Bridge Let's Connect,Apps,Technology,2017/07/14,2017-08-13,failed,0,US,0,10000
Teddys coffee spot,Drinks,Food,2017/07/14,2017-08-13,failed,1,US,1,30000
Publishing 'Ride' - A Novel,Publishing,Publishing,2017/07/14,2017-08-13,successful,52,US,6060,6000
the Wanting - Indie Film,Action,Film & Video,2017/07/14,2017-08-13,failed,2,US,31,3000
Made-Up with Danny Volk: The Akron Sessions,Performance Art,Art,2017/07/14,2017-08-13,successful,109,US,5728,5000
Johannes Voss 2017 Token Collection,Playing Cards,Games,2017/07/14,2017-08-13,successful,828,DE,45106.19,5869.99
Zenkora: The Seven Eras,Music,Music,2017/07/14,2017-08-13,failed,39,CA,4799.72,17223.67
Hinckley's Fancy Meats To Start Shipping,Small Batch,Food,2017/07/14,2017-08-13,successful,81,US,25017,25000
International Distribution,Zines,Publishing,2017/07/14,2017-08-13,failed,3,GB,29.61,90121.41
Coaster Guide,Apps,Technology,2017/07/14,2017-08-13,failed,2,DE,2.35,11739.98
Alex Automatic: Bokeh's Machine,Comic Books,Comics,2017/07/14,2017-08-13,successful,221,GB,3706.56,1802.43
Project Salmon,Software,Technology,2017/07/14,2017-08-13,canceled,0,US,0,10000
"The Wallet by STAK - beautiful, minimalist cork wallet",Product Design,Design,2017/07/14,2017-08-13,canceled,46,GB,1269.42,12874.49
Alta Strada,Documentary,Film & Video,2017/07/14,2017-08-13,successful,21,FR,1274.96,1174
Emil and the Muck-Maker,Children's Books,Publishing,2017/07/14,2017-08-13,failed,6,SE,611.93,4308.49
Finistère Restaurant is opening in Port Townsend,Restaurants,Food,2017/07/14,2017-08-13,successful,174,US,27075,25000
By Your Side,Web,Technology,2017/07/14,2017-08-13,failed,3,US,45,30000
111 Living Nightmares,Nonfiction,Publishing,2017/07/14,2017-08-13,failed,1,US,18,10000
"""Levels"" Making The Album",Music,Music,2017/07/14,2017-08-13,failed,6,US,276,1000
Rise to the Call TV Show,Television,Film & Video,2017/07/14,2017-08-13,canceled,3,US,645,75000
"Cafeteria Ecologica ""The Brothers""",Vegan,Food,2017/07/14,2017-08-13,canceled,0,MX,0,3354.95
Escape from North Korea,Science Fiction,Film & Video,2017/07/14,2017-08-13,canceled,98,US,11105,110000
A Duel Hand Disaster: Trackher - The Final 10%,Video Games,Games,2017/07/14,2017-08-13,failed,83,US,6111,45000
Moon Phase Floofs - Collectible Hard Enamel Pins,Accessories,Fashion,2017/07/14,2017-08-13,successful,84,US,2832,600
FREE FOOD FOR ALL!,Food,Food,2017/07/14,2017-08-13,failed,0,US,0,60000
"Braced by Faith, a series of products with purpose.",Apparel,Fashion,2017/07/14,2017-08-13,successful,20,US,643,550
The Other Side of the Sun,Drama,Film & Video,2017/07/14,2017-08-13,failed,4,US,686,50000
My New Book! The Ultimate Solution to Most of Your Problems,Nonfiction,Publishing,2017/07/14,2017-08-13,failed,8,US,575,2500
Red-Pineapple Clothing,Fashion,Fashion,2017/07/14,2017-08-12,failed,1,US,10,2160
Flawless Cuisine Celebrity Catering Events,Events,Food,2017/07/14,2017-08-12,failed,0,US,0,8000
"""Lightning Strikes Hilo""",Blues,Music,2017/07/14,2017-08-11,successful,31,US,4316,4000
By Damned and Wicked Winds,Narrative Film,Film & Video,2017/07/14,2017-08-09,failed,20,US,1045,4500
Super Snap-ON Paint Tray,Gadgets,Technology,2017/07/14,2017-08-08,failed,3,US,75,11000
